compound_id,public_id,name
44299,FDB044039,TG(8:0/15:0/i-20:0)
44300,FDB044040,TG(10:0/21:0/20:0)
44301,FDB044041,TG(8:0/18:0/i-16:0)
44302,FDB044042,TG(10:0/i-22:0/i-22:0)
44303,FDB044043,TG(8:0/i-18:0/a-21:0)[rac]
44304,FDB044044,TG(8:0/i-14:0/a-21:0)[rac]
44305,FDB044045,TG(8:0/10:0/10:0)
44306,FDB044046,TG(8:0/17:0/18:0)
44307,FDB044047,TG(8:0/i-19:0/i-13:0)
44308,FDB044048,TG(10:0/12:0/i-13:0)
44309,FDB044049,TG(10:0/10:0/a-13:0)[rac]
44310,FDB044050,TG(10:0/i-24:0/a-21:0)[rac]
44311,FDB044051,TG(8:0/16:0/i-18:0)
44312,FDB044052,TG(8:0/10:0/18:0)
44313,FDB044053,TG(8:0/a-17:0/14:0)[rac]
44314,FDB044054,TG(8:0/13:0/i-18:0)
44315,FDB044055,TG(10:0/i-18:0/18:0)
44316,FDB044056,TG(8:0/i-17:0/19:0)
44317,FDB044057,TG(8:0/18:0/10:0)
44318,FDB044058,TG(8:0/8:0/12:0)
44319,FDB044059,TG(8:0/i-12:0/i-24:0)
44320,FDB044060,TG(8:0/a-25:0/i-15:0)[rac]
44321,FDB044061,TG(8:0/i-24:0/15:0)
44322,FDB044062,TG(8:0/i-13:0/17:0)
44323,FDB044063,TG(10:0/18:0/i-22:0)
44324,FDB044064,TG(10:0/i-22:0/21:0)
44325,FDB044065,TG(10:0/i-14:0/i-17:0)
44326,FDB044066,TG(10:0/21:0/15:0)
44327,FDB044067,TG(10:0/a-15:0/i-19:0)[rac]
44328,FDB044068,TG(8:0/i-22:0/10:0)
44329,FDB044069,TG(8:0/a-17:0/15:0)[rac]
44330,FDB044070,TG(10:0/i-16:0/i-16:0)
44331,FDB044071,TG(8:0/i-18:0/i-14:0)
44332,FDB044072,TG(10:0/i-12:0/a-13:0)[rac]
44333,FDB044073,TG(8:0/17:0/17:0)
44334,FDB044074,TG(10:0/22:0/8:0)
44335,FDB044075,TG(10:0/i-21:0/i-21:0)
44336,FDB044076,TG(8:0/22:0/a-25:0)[rac]
44337,FDB044077,TG(8:0/i-18:0/a-15:0)[rac]
44338,FDB044078,TG(8:0/a-17:0/i-14:0)[rac]
44339,FDB044079,TG(8:0/20:0/i-16:0)
44340,FDB044080,TG(10:0/i-19:0/i-17:0)
44341,FDB044081,TG(10:0/i-22:0/a-17:0)[rac]
44342,FDB044082,TG(8:0/i-19:0/10:0)
44343,FDB044083,TG(8:0/i-21:0/15:0)
44344,FDB044084,TG(10:0/a-25:0/i-18:0)[rac]
44345,FDB044085,TG(8:0/14:0/a-21:0)[rac]
44346,FDB044086,TG(8:0/i-20:0/21:0)
44347,FDB044087,TG(10:0/i-15:0/15:0)
44348,FDB044088,TG(8:0/16:0/10:0)
44349,FDB044089,TG(8:0/i-20:0/i-19:0)
44350,FDB044090,TG(8:0/a-21:0/a-15:0)[rac]
44351,FDB044091,TG(8:0/13:0/20:0)
44352,FDB044092,TG(8:0/i-22:0/a-15:0)[rac]
44353,FDB044093,TG(8:0/a-21:0/i-18:0)[rac]
44354,FDB044094,TG(8:0/a-17:0/17:0)[rac]
44355,FDB044095,TG(10:0/8:0/14:0)
44356,FDB044096,TG(10:0/i-24:0/i-20:0)
44357,FDB044097,TG(10:0/i-17:0/a-13:0)[rac]
44358,FDB044098,TG(8:0/17:0/15:0)
44359,FDB044099,TG(8:0/21:0/a-17:0)[rac]
44360,FDB044100,TG(10:0/20:0/a-17:0)[rac]
44361,FDB044101,TG(10:0/i-17:0/13:0)
44362,FDB044102,TG(10:0/a-21:0/i-13:0)[rac]
44363,FDB044103,TG(8:0/i-20:0/19:0)
44364,FDB044104,TG(8:0/22:0/i-16:0)
44365,FDB044105,TG(10:0/i-24:0/22:0)
44366,FDB044106,TG(8:0/i-13:0/14:0)
44367,FDB044107,TG(10:0/15:0/i-15:0)
44368,FDB044108,TG(10:0/i-15:0/i-21:0)
44369,FDB044109,TG(8:0/i-14:0/i-20:0)
44370,FDB044110,TG(10:0/a-17:0/16:0)[rac]
44371,FDB044111,TG(8:0/19:0/i-13:0)
44372,FDB044112,TG(8:0/14:0/18:0)
44373,FDB044113,TG(8:0/a-17:0/22:0)[rac]
44374,FDB044114,TG(8:0/i-12:0/a-25:0)[rac]
44375,FDB044115,TG(8:0/i-13:0/i-22:0)
44376,FDB044116,TG(10:0/13:0/i-20:0)
44377,FDB044117,TG(10:0/a-13:0/i-12:0)[rac]
44378,FDB044118,TG(8:0/i-12:0/21:0)
44379,FDB044119,TG(10:0/i-17:0/16:0)
44380,FDB044120,TG(8:0/17:0/i-14:0)
44381,FDB044121,TG(8:0/8:0/i-24:0)
44382,FDB044122,TG(8:0/8:0/a-17:0)[rac]
44383,FDB044123,TG(8:0/i-18:0/21:0)
44384,FDB044124,TG(10:0/i-13:0/i-22:0)
44385,FDB044125,TG(10:0/19:0/12:0)
44386,FDB044126,TG(10:0/a-17:0/i-21:0)[rac]
44387,FDB044127,TG(8:0/17:0/14:0)
44388,FDB044128,TG(10:0/17:0/i-12:0)
44389,FDB044129,TG(8:0/a-25:0/i-22:0)[rac]
44390,FDB044130,TG(8:0/i-21:0/i-21:0)
44391,FDB044131,TG(10:0/a-21:0/i-20:0)[rac]
44392,FDB044132,TG(10:0/i-14:0/12:0)
44393,FDB044133,TG(8:0/i-18:0/a-25:0)[rac]
44394,FDB044134,TG(10:0/14:0/i-22:0)
44395,FDB044135,TG(8:0/a-15:0/a-15:0)[rac]
44396,FDB044136,TG(10:0/i-17:0/i-21:0)
44397,FDB044137,TG(10:0/12:0/13:0)
44398,FDB044138,TG(10:0/i-15:0/19:0)
44399,FDB044139,TG(8:0/16:0/13:0)
44400,FDB044140,TG(8:0/i-22:0/a-21:0)[rac]
44401,FDB044141,TG(10:0/16:0/19:0)
44402,FDB044142,TG(8:0/21:0/12:0)
44403,FDB044143,TG(10:0/a-13:0/i-18:0)[rac]
44404,FDB044144,TG(10:0/10:0/i-21:0)
44405,FDB044145,TG(10:0/21:0/a-13:0)[rac]
44406,FDB044146,TG(8:0/i-13:0/21:0)
44407,FDB044147,TG(8:0/a-21:0/20:0)[rac]
44408,FDB044148,TG(10:0/21:0/a-17:0)[rac]
44409,FDB044149,TG(8:0/21:0/i-17:0)
44410,FDB044150,TG(8:0/i-17:0/14:0)
44411,FDB044151,TG(10:0/20:0/i-17:0)
44412,FDB044152,TG(8:0/i-20:0/a-21:0)[rac]
44413,FDB044153,TG(8:0/i-14:0/i-21:0)
44414,FDB044154,TG(10:0/i-18:0/13:0)
44415,FDB044155,TG(10:0/a-17:0/a-21:0)[rac]
44416,FDB044156,TG(8:0/i-12:0/10:0)
44417,FDB044157,TG(10:0/8:0/i-20:0)
44418,FDB044158,TG(8:0/a-21:0/12:0)[rac]
44419,FDB044159,TG(8:0/a-13:0/i-17:0)[rac]
44420,FDB044160,TG(10:0/a-13:0/i-19:0)[rac]
44421,FDB044161,TG(8:0/17:0/i-13:0)
44422,FDB044162,TG(8:0/i-21:0/13:0)
44423,FDB044163,TG(8:0/20:0/i-19:0)
44424,FDB044164,TG(10:0/21:0/22:0)
44425,FDB044165,TG(10:0/a-25:0/18:0)[rac]
44426,FDB044166,TG(10:0/13:0/i-16:0)
44427,FDB044167,TG(8:0/12:0/i-13:0)
44428,FDB044168,TG(10:0/a-15:0/i-14:0)[rac]
44429,FDB044169,TG(10:0/a-21:0/a-25:0)[rac]
44430,FDB044170,TG(10:0/19:0/19:0)
44431,FDB044171,TG(8:0/i-13:0/a-25:0)[rac]
44432,FDB044172,TG(10:0/i-13:0/14:0)
44433,FDB044173,TG(8:0/8:0/14:0)
44434,FDB044174,TG(8:0/i-18:0/10:0)
44435,FDB044175,TG(10:0/17:0/21:0)
44436,FDB044176,TG(10:0/i-20:0/i-16:0)
44437,FDB044177,TG(8:0/17:0/12:0)
44438,FDB044178,TG(10:0/22:0/i-18:0)
44439,FDB044179,TG(8:0/i-21:0/a-21:0)[rac]
44440,FDB044180,TG(10:0/10:0/15:0)
44441,FDB044181,TG(10:0/i-16:0/a-21:0)[rac]
44442,FDB044182,TG(10:0/i-22:0/i-18:0)
44443,FDB044183,TG(8:0/19:0/20:0)
44444,FDB044184,TG(10:0/19:0/i-14:0)
44445,FDB044185,TG(10:0/16:0/18:0)
44446,FDB044186,TG(10:0/i-20:0/20:0)
44447,FDB044187,TG(10:0/i-20:0/19:0)
44448,FDB044188,TG(10:0/i-14:0/i-16:0)
44449,FDB044189,TG(10:0/i-15:0/16:0)
44450,FDB044190,TG(8:0/a-25:0/14:0)[rac]
44451,FDB044191,TG(10:0/20:0/15:0)
44452,FDB044192,TG(10:0/a-15:0/i-13:0)[rac]
44453,FDB044193,TG(10:0/21:0/i-21:0)
44454,FDB044194,TG(10:0/8:0/8:0)
44455,FDB044195,TG(8:0/12:0/15:0)
44456,FDB044196,TG(8:0/i-12:0/19:0)
44457,FDB044197,TG(10:0/i-14:0/16:0)
44458,FDB044198,TG(10:0/17:0/14:0)
44459,FDB044199,TG(10:0/8:0/a-17:0)[rac]
44460,FDB044200,TG(8:0/i-21:0/i-22:0)
44461,FDB044201,TG(10:0/i-22:0/8:0)
44462,FDB044202,TG(10:0/8:0/19:0)
44463,FDB044203,TG(8:0/22:0/13:0)
44464,FDB044204,TG(8:0/i-16:0/i-18:0)
44465,FDB044205,TG(10:0/17:0/i-17:0)
44466,FDB044206,TG(8:0/16:0/i-14:0)
44467,FDB044207,TG(10:0/8:0/a-13:0)[rac]
44468,FDB044208,TG(10:0/i-19:0/14:0)
44469,FDB044209,TG(10:0/14:0/12:0)
44470,FDB044210,TG(10:0/i-18:0/i-13:0)
44471,FDB044211,TG(8:0/i-20:0/i-22:0)
44472,FDB044212,TG(10:0/18:0/i-20:0)
44473,FDB044213,TG(10:0/i-19:0/i-19:0)
44474,FDB044214,TG(10:0/i-24:0/a-15:0)[rac]
44475,FDB044215,TG(10:0/16:0/a-17:0)[rac]
44476,FDB044216,TG(8:0/a-13:0/15:0)[rac]
44477,FDB044217,TG(10:0/8:0/a-25:0)[rac]
44478,FDB044218,TG(10:0/8:0/i-16:0)
44479,FDB044219,TG(8:0/18:0/18:0)
44480,FDB044220,TG(10:0/a-17:0/a-13:0)[rac]
44481,FDB044221,TG(8:0/a-25:0/12:0)[rac]
44482,FDB044222,TG(10:0/15:0/i-24:0)
44483,FDB044223,TG(10:0/i-19:0/a-25:0)[rac]
44484,FDB044224,TG(10:0/19:0/i-17:0)
44485,FDB044225,TG(10:0/i-15:0/a-17:0)[rac]
44486,FDB044226,TG(8:0/i-20:0/i-12:0)
44487,FDB044227,TG(10:0/12:0/22:0)
44488,FDB044228,TG(8:0/i-19:0/i-20:0)
44489,FDB044229,TG(10:0/17:0/i-24:0)
44490,FDB044230,TG(10:0/19:0/17:0)
44491,FDB044231,TG(8:0/i-15:0/a-21:0)[rac]
44492,FDB044232,TG(10:0/14:0/15:0)
44493,FDB044233,TG(10:0/a-13:0/12:0)[rac]
44494,FDB044234,TG(10:0/19:0/i-24:0)
44495,FDB044235,TG(8:0/i-24:0/i-13:0)
44496,FDB044236,TG(10:0/15:0/18:0)
44497,FDB044237,TG(8:0/i-16:0/12:0)
44498,FDB044238,TG(10:0/i-21:0/i-13:0)
44499,FDB044239,TG(8:0/20:0/a-13:0)[rac]
44500,FDB044240,TG(10:0/20:0/i-20:0)
44501,FDB044241,TG(10:0/i-13:0/22:0)
44502,FDB044242,TG(10:0/21:0/18:0)
44503,FDB044243,TG(8:0/a-15:0/12:0)[rac]
44504,FDB044244,TG(8:0/a-13:0/17:0)[rac]
44505,FDB044245,TG(10:0/a-13:0/i-21:0)[rac]
44506,FDB044246,TG(8:0/10:0/a-13:0)[rac]
44507,FDB044247,TG(8:0/14:0/19:0)
44508,FDB044248,TG(10:0/i-21:0/i-20:0)
44509,FDB044249,TG(10:0/i-24:0/a-17:0)[rac]
44510,FDB044250,TG(8:0/i-19:0/14:0)
44511,FDB044251,TG(10:0/i-12:0/a-15:0)[rac]
44512,FDB044252,TG(8:0/8:0/10:0)
44513,FDB044253,TG(8:0/18:0/13:0)
44514,FDB044254,TG(8:0/15:0/16:0)
44515,FDB044255,TG(8:0/13:0/i-24:0)
44516,FDB044256,TG(8:0/i-24:0/22:0)
44517,FDB044257,TG(8:0/i-16:0/18:0)
44518,FDB044258,TG(8:0/a-17:0/i-15:0)[rac]
44519,FDB044259,TG(8:0/20:0/i-20:0)
44520,FDB044260,TG(10:0/a-21:0/i-14:0)[rac]
44521,FDB044261,TG(8:0/17:0/i-24:0)
44522,FDB044262,TG(8:0/a-15:0/a-25:0)[rac]
44523,FDB044263,TG(8:0/i-12:0/17:0)
44524,FDB044264,TG(8:0/a-21:0/i-21:0)[rac]
44525,FDB044265,TG(10:0/20:0/22:0)
44526,FDB044266,TG(8:0/a-15:0/18:0)[rac]
44527,FDB044267,TG(8:0/i-17:0/a-25:0)[rac]
44528,FDB044268,TG(8:0/17:0/i-20:0)
44529,FDB044269,TG(8:0/i-22:0/a-17:0)[rac]
44530,FDB044270,TG(10:0/15:0/i-21:0)
44531,FDB044271,TG(8:0/i-22:0/i-15:0)
44532,FDB044272,TG(8:0/13:0/a-17:0)[rac]
44533,FDB044273,TG(8:0/i-20:0/10:0)
44534,FDB044274,TG(10:0/i-15:0/21:0)
44535,FDB044275,TG(8:0/i-12:0/18:0)
44536,FDB044276,TG(8:0/20:0/12:0)
44537,FDB044277,TG(8:0/22:0/17:0)
44538,FDB044278,TG(10:0/i-20:0/14:0)
44539,FDB044279,TG(10:0/15:0/21:0)
44540,FDB044280,TG(8:0/i-17:0/22:0)
44541,FDB044281,TG(10:0/i-13:0/i-12:0)
44542,FDB044282,TG(10:0/i-24:0/20:0)
44543,FDB044283,TG(10:0/i-17:0/i-15:0)
44544,FDB044284,TG(10:0/a-21:0/19:0)[rac]
44545,FDB044285,TG(10:0/14:0/22:0)
44546,FDB044286,TG(10:0/i-20:0/a-21:0)[rac]
44547,FDB044287,TG(8:0/20:0/13:0)
44548,FDB044288,TG(10:0/i-16:0/i-15:0)
44549,FDB044289,TG(8:0/12:0/22:0)
44550,FDB044290,TG(8:0/i-16:0/20:0)
44551,FDB044291,TG(8:0/i-22:0/i-17:0)
44552,FDB044292,TG(10:0/i-19:0/13:0)
44553,FDB044293,TG(10:0/i-14:0/21:0)
44554,FDB044294,TG(10:0/a-13:0/18:0)[rac]
44555,FDB044295,TG(8:0/i-16:0/i-24:0)
44556,FDB044296,TG(8:0/i-24:0/i-20:0)
44557,FDB044297,TG(8:0/i-16:0/i-12:0)
44558,FDB044298,TG(10:0/22:0/a-21:0)[rac]
44559,FDB044299,TG(8:0/i-19:0/i-19:0)
44560,FDB044300,TG(8:0/a-15:0/a-21:0)[rac]
44561,FDB044301,TG(10:0/a-25:0/13:0)[rac]
44562,FDB044302,TG(10:0/a-13:0/15:0)[rac]
44563,FDB044303,TG(8:0/16:0/i-15:0)
44564,FDB044304,TG(8:0/a-15:0/13:0)[rac]
44565,FDB044305,TG(10:0/17:0/a-13:0)[rac]
44566,FDB044306,TG(10:0/14:0/8:0)
44567,FDB044307,TG(10:0/i-17:0/12:0)
44568,FDB044308,TG(10:0/a-13:0/a-17:0)[rac]
44569,FDB044309,TG(10:0/i-13:0/20:0)
44570,FDB044310,TG(10:0/a-17:0/21:0)[rac]
44571,FDB044311,TG(10:0/16:0/i-21:0)
44572,FDB044312,TG(8:0/i-18:0/14:0)
44573,FDB044313,TG(8:0/18:0/a-13:0)[rac]
44574,FDB044314,TG(8:0/i-21:0/i-19:0)
44575,FDB044315,TG(10:0/i-15:0/12:0)
44576,FDB044316,TG(10:0/20:0/a-15:0)[rac]
44577,FDB044317,TG(8:0/i-12:0/i-21:0)
44578,FDB044318,TG(10:0/i-19:0/i-21:0)
44579,FDB044319,TG(10:0/a-13:0/i-22:0)[rac]
44580,FDB044320,TG(8:0/i-16:0/i-13:0)
44581,FDB044321,TG(10:0/16:0/a-15:0)[rac]
44582,FDB044322,TG(10:0/14:0/21:0)
44583,FDB044323,TG(8:0/12:0/i-12:0)
44584,FDB044324,TG(10:0/10:0/20:0)
44585,FDB044325,TG(8:0/20:0/a-21:0)[rac]
44586,FDB044326,TG(8:0/a-25:0/i-21:0)[rac]
44587,FDB044327,TG(10:0/10:0/i-24:0)
44588,FDB044328,TG(8:0/20:0/i-17:0)
44589,FDB044329,TG(10:0/a-25:0/a-17:0)[rac]
44590,FDB044330,TG(10:0/14:0/i-18:0)
44591,FDB044331,TG(10:0/10:0/i-18:0)
44592,FDB044332,TG(10:0/17:0/a-25:0)[rac]
44593,FDB044333,TG(8:0/i-16:0/i-14:0)
44594,FDB044334,TG(8:0/10:0/13:0)
44595,FDB044335,TG(8:0/13:0/22:0)
44596,FDB044336,TG(10:0/14:0/14:0)
44597,FDB044337,TG(8:0/18:0/i-15:0)
44598,FDB044338,TG(10:0/a-21:0/14:0)[rac]
44599,FDB044339,TG(10:0/8:0/i-13:0)
44600,FDB044340,TG(10:0/10:0/19:0)
44601,FDB044341,TG(10:0/14:0/a-15:0)[rac]
44602,FDB044342,TG(8:0/21:0/16:0)
44603,FDB044343,TG(10:0/i-22:0/i-15:0)
44604,FDB044344,TG(8:0/13:0/18:0)
44605,FDB044345,TG(10:0/14:0/i-12:0)
44606,FDB044346,TG(8:0/8:0/17:0)
44607,FDB044347,TG(10:0/i-18:0/8:0)
44608,FDB044348,TG(8:0/18:0/i-14:0)
44609,FDB044349,TG(8:0/10:0/i-24:0)
44610,FDB044350,TG(8:0/18:0/i-12:0)
44611,FDB044351,TG(8:0/i-22:0/i-18:0)
44612,FDB044352,TG(10:0/10:0/i-15:0)
44613,FDB044353,TG(8:0/13:0/i-16:0)
44614,FDB044354,TG(8:0/i-18:0/i-24:0)
44615,FDB044355,TG(8:0/a-21:0/i-24:0)[rac]
44616,FDB044356,TG(10:0/20:0/i-22:0)
44617,FDB044357,TG(10:0/i-16:0/19:0)
44618,FDB044358,TG(10:0/i-12:0/i-14:0)
44619,FDB044359,TG(8:0/12:0/i-19:0)
44620,FDB044360,TG(10:0/12:0/a-17:0)[rac]
44621,FDB044361,TG(8:0/21:0/19:0)
44622,FDB044362,TG(8:0/8:0/i-19:0)
44623,FDB044363,TG(8:0/12:0/i-24:0)
44624,FDB044364,TG(8:0/19:0/22:0)
44625,FDB044365,TG(10:0/13:0/i-18:0)
44626,FDB044366,TG(10:0/a-25:0/17:0)[rac]
44627,FDB044367,TG(10:0/a-25:0/a-15:0)[rac]
44628,FDB044368,TG(10:0/16:0/a-13:0)[rac]
44629,FDB044369,TG(10:0/i-14:0/a-17:0)[rac]
44630,FDB044370,TG(10:0/i-20:0/i-12:0)
44631,FDB044371,TG(8:0/i-19:0/19:0)
44632,FDB044372,TG(10:0/i-13:0/i-24:0)
44633,FDB044373,TG(8:0/i-14:0/17:0)
44634,FDB044374,TG(10:0/i-20:0/21:0)
44635,FDB044375,TG(8:0/22:0/i-12:0)
44636,FDB044376,TG(8:0/10:0/16:0)
44637,FDB044377,TG(10:0/a-17:0/i-16:0)[rac]
44638,FDB044378,TG(10:0/i-18:0/i-21:0)
44639,FDB044379,TG(8:0/i-17:0/i-15:0)
44640,FDB044380,TG(10:0/i-19:0/a-13:0)[rac]
44641,FDB044381,TG(10:0/i-18:0/21:0)
44642,FDB044382,TG(8:0/10:0/i-17:0)
44643,FDB044383,TG(8:0/i-19:0/i-17:0)
44644,FDB044384,TG(8:0/10:0/12:0)
44645,FDB044385,TG(10:0/a-13:0/i-17:0)[rac]
44646,FDB044386,TG(8:0/16:0/a-17:0)[rac]
44647,FDB044387,TG(10:0/22:0/19:0)
44648,FDB044388,TG(8:0/a-13:0/i-18:0)[rac]
44649,FDB044389,TG(8:0/12:0/17:0)
44650,FDB044390,TG(10:0/i-22:0/19:0)
44651,FDB044391,TG(8:0/15:0/i-19:0)
44652,FDB044392,TG(10:0/a-21:0/i-21:0)[rac]
44653,FDB044393,TG(8:0/a-17:0/13:0)[rac]
44654,FDB044394,TG(10:0/i-15:0/i-15:0)
44655,FDB044395,TG(8:0/21:0/i-15:0)
44656,FDB044396,TG(8:0/20:0/10:0)
44657,FDB044397,TG(8:0/14:0/i-14:0)
44658,FDB044398,TG(8:0/12:0/i-18:0)
44659,FDB044399,TG(8:0/20:0/i-15:0)
44660,FDB044400,TG(8:0/i-24:0/i-14:0)
44661,FDB044401,TG(8:0/22:0/i-24:0)
44662,FDB044402,TG(8:0/21:0/i-16:0)
44663,FDB044403,TG(10:0/17:0/15:0)
44664,FDB044404,TG(8:0/i-12:0/20:0)
44665,FDB044405,TG(10:0/a-15:0/20:0)[rac]
44666,FDB044406,TG(8:0/i-13:0/a-15:0)[rac]
44667,FDB044407,TG(10:0/i-16:0/a-13:0)[rac]
44668,FDB044408,TG(10:0/i-16:0/16:0)
44669,FDB044409,TG(10:0/a-15:0/i-16:0)[rac]
44670,FDB044410,TG(10:0/a-15:0/17:0)[rac]
44671,FDB044411,TG(8:0/15:0/i-18:0)
44672,FDB044412,TG(8:0/a-17:0/12:0)[rac]
44673,FDB044413,TG(8:0/a-15:0/a-17:0)[rac]
44674,FDB044414,TG(8:0/14:0/21:0)
44675,FDB044415,TG(10:0/16:0/22:0)
44676,FDB044416,TG(10:0/i-18:0/20:0)
44677,FDB044417,TG(8:0/i-14:0/i-12:0)
44678,FDB044418,TG(10:0/i-13:0/a-25:0)[rac]
44679,FDB044419,TG(8:0/a-15:0/20:0)[rac]
44680,FDB044420,TG(10:0/i-13:0/21:0)
44681,FDB044421,TG(8:0/a-15:0/10:0)[rac]
44682,FDB044422,TG(8:0/a-25:0/13:0)[rac]
44683,FDB044423,TG(10:0/13:0/18:0)
44684,FDB044424,TG(10:0/15:0/a-21:0)[rac]
44685,FDB044425,TG(10:0/a-25:0/16:0)[rac]
44686,FDB044426,TG(8:0/i-24:0/i-18:0)
44687,FDB044427,TG(10:0/14:0/i-24:0)
44688,FDB044428,TG(10:0/i-22:0/i-14:0)
44689,FDB044429,TG(8:0/i-15:0/22:0)
44690,FDB044430,TG(10:0/i-24:0/i-14:0)
44691,FDB044431,TG(8:0/14:0/13:0)
44692,FDB044432,TG(8:0/a-25:0/a-17:0)[rac]
44693,FDB044433,TG(8:0/a-21:0/i-15:0)[rac]
44694,FDB044434,TG(8:0/22:0/i-18:0)
44695,FDB044435,TG(10:0/14:0/a-21:0)[rac]
44696,FDB044436,TG(8:0/15:0/i-16:0)
44697,FDB044437,TG(10:0/12:0/17:0)
44698,FDB044438,TG(10:0/12:0/a-21:0)[rac]
44699,FDB044439,TG(8:0/16:0/i-17:0)
44700,FDB044440,TG(8:0/i-16:0/i-15:0)
44701,FDB044441,TG(8:0/a-25:0/22:0)[rac]
44702,FDB044442,TG(10:0/i-14:0/19:0)
44703,FDB044443,TG(10:0/i-19:0/12:0)
44704,FDB044444,TG(10:0/a-13:0/19:0)[rac]
44705,FDB044445,TG(10:0/16:0/i-14:0)
44706,FDB044446,TG(8:0/i-21:0/a-15:0)[rac]
44707,FDB044447,TG(10:0/a-15:0/i-17:0)[rac]
44708,FDB044448,TG(10:0/13:0/a-17:0)[rac]
44709,FDB044449,TG(10:0/i-13:0/a-15:0)[rac]
44710,FDB044450,TG(10:0/i-19:0/i-18:0)
44711,FDB044451,TG(10:0/15:0/22:0)
44712,FDB044452,TG(8:0/12:0/i-21:0)
44713,FDB044453,TG(8:0/i-22:0/i-12:0)
44714,FDB044454,TG(8:0/a-13:0/i-21:0)[rac]
44715,FDB044455,TG(10:0/17:0/19:0)
44716,FDB044456,TG(8:0/22:0/16:0)
44717,FDB044457,TG(8:0/12:0/i-15:0)
44718,FDB044458,TG(10:0/22:0/13:0)
44719,FDB044459,TG(10:0/20:0/a-13:0)[rac]
44720,FDB044460,TG(8:0/i-24:0/19:0)
44721,FDB044461,TG(8:0/i-24:0/12:0)
44722,FDB044462,TG(8:0/15:0/15:0)
44723,FDB044463,TG(10:0/10:0/i-19:0)
44724,FDB044464,TG(8:0/i-19:0/18:0)
44725,FDB044465,TG(8:0/14:0/15:0)
44726,FDB044466,TG(8:0/i-13:0/i-19:0)
44727,FDB044467,TG(8:0/i-22:0/i-16:0)
44728,FDB044468,TG(10:0/i-15:0/13:0)
44729,FDB044469,TG(10:0/a-13:0/a-21:0)[rac]
44730,FDB044470,TG(8:0/14:0/i-17:0)
44731,FDB044471,TG(8:0/17:0/16:0)
44732,FDB044472,TG(8:0/i-16:0/10:0)
44733,FDB044473,TG(8:0/19:0/18:0)
44734,FDB044474,TG(10:0/19:0/i-16:0)
44735,FDB044475,TG(8:0/19:0/a-15:0)[rac]
44736,FDB044476,TG(8:0/i-13:0/i-16:0)
44737,FDB044477,TG(8:0/21:0/17:0)
44738,FDB044478,TG(10:0/a-25:0/i-13:0)[rac]
44739,FDB044479,TG(8:0/a-21:0/19:0)[rac]
44740,FDB044480,TG(8:0/15:0/i-13:0)
44741,FDB044481,TG(10:0/i-16:0/21:0)
44742,FDB044482,TG(10:0/i-21:0/15:0)
44743,FDB044483,TG(10:0/12:0/16:0)
44744,FDB044484,TG(8:0/i-22:0/i-14:0)
44745,FDB044485,TG(10:0/i-21:0/17:0)
44746,FDB044486,TG(10:0/i-20:0/i-14:0)
44747,FDB044487,TG(10:0/i-14:0/15:0)
44748,FDB044488,TG(8:0/18:0/19:0)
44749,FDB044489,TG(10:0/a-25:0/8:0)[rac]
44750,FDB044490,TG(8:0/15:0/10:0)
44751,FDB044491,TG(10:0/a-15:0/i-22:0)[rac]
44752,FDB044492,TG(8:0/15:0/13:0)
44753,FDB044493,TG(8:0/20:0/18:0)
44754,FDB044494,TG(8:0/i-24:0/a-13:0)[rac]
44755,FDB044495,TG(8:0/8:0/i-16:0)
44756,FDB044496,TG(10:0/i-24:0/i-15:0)
44757,FDB044497,TG(8:0/15:0/18:0)
44758,FDB044498,TG(8:0/13:0/a-13:0)[rac]
44759,FDB044499,TG(10:0/i-13:0/i-19:0)
44760,FDB044500,TG(10:0/22:0/15:0)
44761,FDB044501,TG(10:0/a-15:0/i-24:0)[rac]
44762,FDB044502,TG(8:0/a-15:0/i-18:0)[rac]
44763,FDB044503,TG(8:0/i-13:0/15:0)
44764,FDB044504,TG(10:0/i-24:0/21:0)
44765,FDB044505,TG(10:0/i-12:0/i-17:0)
44766,FDB044506,TG(8:0/i-18:0/a-17:0)[rac]
44767,FDB044507,TG(8:0/i-12:0/i-12:0)
44768,FDB044508,TG(8:0/13:0/a-21:0)[rac]
44769,FDB044509,TG(8:0/a-21:0/21:0)[rac]
44770,FDB044510,TG(8:0/14:0/i-12:0)
44771,FDB044511,TG(8:0/a-13:0/16:0)[rac]
44772,FDB044512,TG(10:0/i-15:0/i-13:0)
44773,FDB044513,TG(8:0/i-24:0/a-17:0)[rac]
44774,FDB044514,TG(8:0/16:0/a-25:0)[rac]
44775,FDB044515,TG(10:0/20:0/i-15:0)
44776,FDB044516,TG(8:0/17:0/i-17:0)
44777,FDB044517,TG(8:0/i-15:0/20:0)
44778,FDB044518,TG(10:0/13:0/i-24:0)
44779,FDB044519,TG(10:0/i-17:0/a-17:0)[rac]
44780,FDB044520,TG(8:0/8:0/21:0)
44781,FDB044521,TG(8:0/i-19:0/20:0)
44782,FDB044522,TG(10:0/i-12:0/22:0)
44783,FDB044523,TG(10:0/16:0/i-16:0)
44784,FDB044524,TG(8:0/a-13:0/a-13:0)[rac]
44785,FDB044525,TG(10:0/a-13:0/a-25:0)[rac]
44786,FDB044526,TG(10:0/a-17:0/i-12:0)[rac]
44787,FDB044527,TG(8:0/16:0/a-15:0)[rac]
